"csu_id","trap_id","year","week","trap_date","county","method","spp","total","test_code","cq","copies_WNV","seq","zone"
"CSU00000","LV-124",2017,31,"2017-08-01","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-124",2017,31,"2017-08-01","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-125",2017,31,"2017-08-01","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-125",2017,31,"2017-08-01","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-FLOAT",2017,31,"2017-08-01","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-FLOAT",2017,31,"2017-08-01","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU11028","FC-006",2017,31,"2017-07-31","LC","L","Tarsalis",6,0,TRUE,NA,NA,"NE"
"CSU11029","FC-006",2017,31,"2017-07-31","LC","L","Pipiens",3,0,TRUE,NA,NA,"NE"
"CSU11005","FC-014",2017,31,"2017-07-31","LC","L","Tarsalis",2,0,TRUE,NA,NA,"NE"
"CSU11006","FC-014",2017,31,"2017-07-31","LC","L","Pipiens",2,0,TRUE,NA,NA,"NE"
"CSU11017","FC-019",2017,31,"2017-07-31","LC","L","Tarsalis",39,0,TRUE,NA,NA,"NE"
"CSU11018","FC-019",2017,31,"2017-07-31","LC","L","Pipiens",5,0,TRUE,NA,NA,"NE"
"CSU11021","FC-034",2017,31,"2017-07-31","LC","L","Tarsalis",42,0,TRUE,NA,NA,"NE"
"CSU11022","FC-034",2017,31,"2017-07-31","LC","L","Pipiens",4,0,TRUE,NA,NA,"NE"
"CSU11015","FC-038",2017,31,"2017-07-31","LC","L","Tarsalis",7,0,TRUE,NA,NA,"NE"
"CSU11016","FC-038",2017,31,"2017-07-31","LC","L","Pipiens",1,0,TRUE,NA,NA,"NE"
"CSU11026","FC-040",2017,31,"2017-07-31","LC","L","Tarsalis",33,0,TRUE,NA,NA,"NE"
"CSU11027","FC-040",2017,31,"2017-07-31","LC","L","Pipiens",18,0,TRUE,NA,NA,"NE"
"CSU00000","FC-040GR",2017,31,"2017-07-31","LC","G","Tarsalis",0,NA,NA,NA,NA,"NE"
"CSU11030","FC-040GR",2017,31,"2017-07-31","LC","G","Pipiens",50,0,TRUE,NA,NA,"NE"
"CSU11031","FC-040GR",2017,31,"2017-07-31","LC","G","Pipiens",50,0,TRUE,NA,NA,"NE"
"CSU11032","FC-040GR",2017,31,"2017-07-31","LC","G","Pipiens",28,0,TRUE,NA,NA,"NE"
"CSU11013","FC-066",2017,31,"2017-07-31","LC","L","Tarsalis",6,0,TRUE,NA,NA,"NE"
"CSU11014","FC-066",2017,31,"2017-07-31","LC","L","Pipiens",1,0,TRUE,NA,NA,"NE"
"CSU00000","FC-066GR",2017,31,"2017-07-31","LC","G","Tarsalis",0,NA,NA,NA,NA,"NE"
"CSU11009","FC-066GR",2017,31,"2017-07-31","LC","G","Pipiens",10,0,TRUE,NA,NA,"NE"
"CSU11010","FC-067",2017,31,"2017-07-31","LC","L","Tarsalis",50,1,TRUE,NA,NA,"NE"
"CSU11011","FC-067",2017,31,"2017-07-31","LC","L","Tarsalis",22,0,TRUE,NA,NA,"NE"
"CSU11012","FC-067",2017,31,"2017-07-31","LC","L","Pipiens",11,0,TRUE,NA,NA,"NE"
"CSU11023","FC-069",2017,31,"2017-07-31","LC","L","Tarsalis",5,0,TRUE,NA,NA,"NE"
"CSU00000","FC-069",2017,31,"2017-07-31","LC","L","Pipiens",0,NA,NA,NA,NA,"NE"
"CSU11024","FC-072",2017,31,"2017-07-31","LC","L","Tarsalis",25,0,TRUE,NA,NA,"NE"
"CSU00000","FC-072",2017,31,"2017-07-31","LC","L","Pipiens",0,NA,NA,NA,NA,"NE"
"CSU11019","FC-091GR",2017,31,"2017-07-31","LC","G","Tarsalis",1,0,TRUE,NA,NA,"NE"
"CSU11020","FC-091GR",2017,31,"2017-07-31","LC","G","Pipiens",24,0,TRUE,NA,NA,"NE"
"CSU00000","FC-092GR",2017,31,"2017-07-31","LC","G","Tarsalis",0,NA,NA,NA,NA,"NE"
"CSU11025","FC-092GR",2017,31,"2017-07-31","LC","G","Pipiens",4,1,TRUE,NA,NA,"NE"
"CSU11103","FC-011",2017,31,"2017-08-02","LC","L","Tarsalis",11,0,TRUE,NA,NA,"NW"
"CSU11104","FC-011",2017,31,"2017-08-02","LC","L","Pipiens",15,0,TRUE,NA,NA,"NW"
"CSU11108","FC-015",2017,31,"2017-08-02","LC","L","Tarsalis",19,0,TRUE,NA,NA,"NW"
"CSU11109","FC-015",2017,31,"2017-08-02","LC","L","Pipiens",5,0,TRUE,NA,NA,"NW"
"CSU11033","FC-036",2017,31,"2017-07-31","LC","L","Tarsalis",50,0,TRUE,NA,NA,"NW"
"CSU11034","FC-036",2017,31,"2017-07-31","LC","L","Tarsalis",12,0,TRUE,NA,NA,"NW"
"CSU11035","FC-036",2017,31,"2017-07-31","LC","L","Pipiens",13,0,TRUE,NA,NA,"NW"
"CSU11097","FC-041",2017,31,"2017-08-02","LC","L","Tarsalis",3,0,TRUE,NA,NA,"NW"
"CSU00000","FC-041",2017,31,"2017-08-02","LC","L","Pipiens",0,NA,NA,NA,NA,"NW"
"CSU11113","FC-049",2017,31,"2017-08-02","LC","L","Tarsalis",13,0,TRUE,NA,NA,"NW"
"CSU11114","FC-049",2017,31,"2017-08-02","LC","L","Pipiens",8,0,TRUE,NA,NA,"NW"
"CSU11091","FC-052",2017,31,"2017-08-02","LC","L","Tarsalis",20,0,TRUE,NA,NA,"NW"
"CSU11092","FC-052",2017,31,"2017-08-02","LC","L","Pipiens",2,0,TRUE,NA,NA,"NW"
"CSU11093","FC-061",2017,31,"2017-08-02","LC","L","Tarsalis",6,0,TRUE,NA,NA,"NW"
"CSU00000","FC-061",2017,31,"2017-08-02","LC","L","Pipiens",0,NA,NA,NA,NA,"NW"
"CSU11105","FC-063",2017,31,"2017-08-02","LC","L","Tarsalis",12,0,TRUE,NA,NA,"NW"
"CSU11106","FC-063",2017,31,"2017-08-02","LC","L","Pipiens",3,0,TRUE,NA,NA,"NW"
"CSU00000","FC-063GR",2017,31,"2017-08-02","LC","G","Tarsalis",0,NA,NA,NA,NA,"NW"
"CSU11110","FC-063GR",2017,31,"2017-08-02","LC","G","Pipiens",50,0,TRUE,NA,NA,"NW"
"CSU11111","FC-063GR",2017,31,"2017-08-02","LC","G","Pipiens",50,0,TRUE,NA,NA,"NW"
"CSU11112","FC-063GR",2017,31,"2017-08-02","LC","G","Pipiens",37,0,TRUE,NA,NA,"NW"
"CSU11098","FC-073",2017,31,"2017-08-02","LC","L","Tarsalis",12,0,TRUE,NA,NA,"NW"
"CSU00000","FC-073",2017,31,"2017-08-02","LC","L","Pipiens",0,NA,NA,NA,NA,"NW"
"CSU11101","FC-090GR",2017,31,"2017-08-02","LC","G","Tarsalis",1,0,TRUE,NA,NA,"NW"
"CSU11102","FC-090GR",2017,31,"2017-08-02","LC","G","Pipiens",38,0,TRUE,NA,NA,"NW"
"CSU11083","FC-004",2017,31,"2017-08-01","LC","L","Tarsalis",8,0,TRUE,NA,NA,"SE"
"CSU00000","FC-004",2017,31,"2017-08-01","LC","L","Pipiens",0,NA,NA,NA,NA,"SE"
"CSU11067","FC-023",2017,31,"2017-08-01","LC","L","Tarsalis",4,0,TRUE,NA,NA,"SE"
"CSU00000","FC-023",2017,31,"2017-08-01","LC","L","Pipiens",0,NA,NA,NA,NA,"SE"
"CSU11080","FC-027",2017,31,"2017-08-01","LC","L","Tarsalis",50,1,TRUE,NA,NA,"SE"
"CSU11081","FC-027",2017,31,"2017-08-01","LC","L","Tarsalis",47,0,TRUE,NA,NA,"SE"
"CSU11082","FC-027",2017,31,"2017-08-01","LC","L","Pipiens",16,0,TRUE,NA,NA,"SE"
"CSU11119","FC-029",2017,31,"2017-08-03","LC","L","Tarsalis",28,0,TRUE,NA,NA,"SE"
"CSU00000","FC-029",2017,31,"2017-08-03","LC","L","Pipiens",0,NA,NA,NA,NA,"SE"
"CSU00000","FC-029GR",2017,31,"2017-08-03","LC","G","Tarsalis",0,NA,NA,NA,NA,"SE"
"CSU11130","FC-029GR",2017,31,"2017-08-03","LC","G","Pipiens",2,1,TRUE,NA,NA,"SE"
"CSU11049","FC-031",2017,31,"2017-08-01","LC","L","Tarsalis",50,1,TRUE,NA,NA,"SE"
"CSU11050","FC-031",2017,31,"2017-08-01","LC","L","Tarsalis",30,0,TRUE,NA,NA,"SE"
"CSU00000","FC-031",2017,31,"2017-08-01","LC","L","Pipiens",0,NA,NA,NA,NA,"SE"
"CSU11044","FC-039",2017,31,"2017-08-01","LC","L","Tarsalis",28,0,TRUE,NA,NA,"SE"
"CSU11045","FC-039",2017,31,"2017-08-01","LC","L","Pipiens",5,1,TRUE,NA,NA,"SE"
"CSU11058","FC-046",2017,31,"2017-08-01","LC","L","Tarsalis",50,0,TRUE,NA,NA,"SE"
"CSU11059","FC-046",2017,31,"2017-08-01","LC","L","Tarsalis",24,0,TRUE,NA,NA,"SE"
"CSU11060","FC-046",2017,31,"2017-08-01","LC","L","Pipiens",11,0,TRUE,NA,NA,"SE"
"CSU11057","FC-047",2017,31,"2017-08-01","LC","L","Tarsalis",18,0,TRUE,NA,NA,"SE"
"CSU00000","FC-047",2017,31,"2017-08-01","LC","L","Pipiens",0,NA,NA,NA,NA,"SE"
"CSU11063","FC-050",2017,31,"2017-08-01","LC","L","Tarsalis",50,0,TRUE,NA,NA,"SE"
"CSU11064","FC-050",2017,31,"2017-08-01","LC","L","Tarsalis",50,0,TRUE,NA,NA,"SE"
"CSU11065","FC-050",2017,31,"2017-08-01","LC","L","Tarsalis",21,0,TRUE,NA,NA,"SE"
"CSU11066","FC-050",2017,31,"2017-08-01","LC","L","Pipiens",23,0,TRUE,NA,NA,"SE"
"CSU11048","FC-053",2017,31,"2017-08-01","LC","L","Tarsalis",30,0,TRUE,NA,NA,"SE"
"CSU00000","FC-053",2017,31,"2017-08-01","LC","L","Pipiens",0,NA,NA,NA,NA,"SE"
"CSU11117","FC-054",2017,31,"2017-08-03","LC","L","Tarsalis",27,0,TRUE,NA,NA,"SE"
"CSU11118","FC-054",2017,31,"2017-08-03","LC","L","Pipiens",3,0,TRUE,NA,NA,"SE"
"CSU11070","FC-059",2017,31,"2017-08-01","LC","L","Tarsalis",22,0,TRUE,NA,NA,"SE"
"CSU00000","FC-059",2017,31,"2017-08-01","LC","L","Pipiens",0,NA,NA,NA,NA,"SE"
"CSU11046","FC-064",2017,31,"2017-08-01","LC","L","Tarsalis",31,1,TRUE,NA,NA,"SE"
"CSU11047","FC-064",2017,31,"2017-08-01","LC","L","Pipiens",2,0,TRUE,NA,NA,"SE"
"CSU11068","FC-074",2017,31,"2017-08-01","LC","L","Tarsalis",50,0,TRUE,NA,NA,"SE"
"CSU11069","FC-074",2017,31,"2017-08-01","LC","L","Tarsalis",33,0,TRUE,NA,NA,"SE"
"CSU00000","FC-074",2017,31,"2017-08-01","LC","L","Pipiens",0,NA,NA,NA,NA,"SE"
"CSU11051","FC-075",2017,31,"2017-08-01","LC","L","Tarsalis",50,0,TRUE,NA,NA,"SE"
"CSU11052","FC-075",2017,31,"2017-08-01","LC","L","Tarsalis",50,0,TRUE,NA,NA,"SE"
"CSU11053","FC-075",2017,31,"2017-08-01","LC","L","Tarsalis",50,0,TRUE,NA,NA,"SE"
"CSU11054","FC-075",2017,31,"2017-08-01","LC","L","Tarsalis",50,0,TRUE,NA,NA,"SE"
"CSU11055","FC-075",2017,31,"2017-08-01","LC","L","Tarsalis",14,0,TRUE,NA,NA,"SE"
"CSU11056","FC-075",2017,31,"2017-08-01","LC","L","Pipiens",11,0,TRUE,NA,NA,"SE"
"CSU00000","FC-075GR",2017,31,"2017-08-01","LC","G","Tarsalis",0,NA,NA,NA,NA,"SE"
"CSU11061","FC-075GR",2017,31,"2017-08-01","LC","G","Pipiens",50,0,TRUE,NA,NA,"SE"
"CSU11062","FC-075GR",2017,31,"2017-08-01","LC","G","Pipiens",40,0,TRUE,NA,NA,"SE"
"CSU00000","FC-088GR",2017,31,"2017-08-01","LC","G","Tarsalis",0,NA,NA,NA,NA,"SE"
"CSU11071","FC-088GR",2017,31,"2017-08-01","LC","G","Pipiens",50,1,TRUE,NA,NA,"SE"
"CSU11072","FC-088GR",2017,31,"2017-08-01","LC","G","Pipiens",50,1,TRUE,NA,NA,"SE"
"CSU11073","FC-088GR",2017,31,"2017-08-01","LC","G","Pipiens",50,1,TRUE,NA,NA,"SE"
"CSU11074","FC-088GR",2017,31,"2017-08-01","LC","G","Pipiens",50,1,TRUE,NA,NA,"SE"
"CSU11075","FC-088GR",2017,31,"2017-08-01","LC","G","Pipiens",50,0,TRUE,NA,NA,"SE"
"CSU11076","FC-088GR",2017,31,"2017-08-01","LC","G","Pipiens",50,1,TRUE,NA,NA,"SE"
"CSU11077","FC-088GR",2017,31,"2017-08-01","LC","G","Pipiens",50,0,TRUE,NA,NA,"SE"
"CSU11078","FC-088GR",2017,31,"2017-08-01","LC","G","Pipiens",50,0,TRUE,NA,NA,"SE"
"CSU11079","FC-088GR",2017,31,"2017-08-01","LC","G","Pipiens",4,0,TRUE,NA,NA,"SE"
"CSU11115","FC-001",2017,31,"2017-08-03","LC","L","Tarsalis",6,0,TRUE,NA,NA,"SW"
"CSU11116","FC-001",2017,31,"2017-08-03","LC","L","Pipiens",1,1,TRUE,NA,NA,"SW"
"CSU11128","FC-037",2017,31,"2017-08-03","LC","L","Tarsalis",50,0,TRUE,NA,NA,"SW"
"CSU11129","FC-037",2017,31,"2017-08-03","LC","L","Tarsalis",34,0,TRUE,NA,NA,"SW"
"CSU00000","FC-037",2017,31,"2017-08-03","LC","L","Pipiens",0,NA,NA,NA,NA,"SW"
"CSU11123","FC-057",2017,31,"2017-08-03","LC","L","Tarsalis",5,0,TRUE,NA,NA,"SW"
"CSU00000","FC-057",2017,31,"2017-08-03","LC","L","Pipiens",0,NA,NA,NA,NA,"SW"
"CSU11107","FC-058",2017,31,"2017-08-02","LC","L","Tarsalis",6,0,TRUE,NA,NA,"SW"
"CSU00000","FC-058",2017,31,"2017-08-02","LC","L","Pipiens",0,NA,NA,NA,NA,"SW"
"CSU11099","FC-060",2017,31,"2017-08-02","LC","L","Tarsalis",20,1,TRUE,NA,NA,"SW"
"CSU11100","FC-060",2017,31,"2017-08-02","LC","L","Pipiens",12,0,TRUE,NA,NA,"SW"
"CSU11122","FC-062",2017,31,"2017-08-03","LC","L","Tarsalis",12,0,TRUE,NA,NA,"SW"
"CSU00000","FC-062",2017,31,"2017-08-03","LC","L","Pipiens",0,NA,NA,NA,NA,"SW"
"CSU00000","FC-068",2017,31,"2017-08-03","LC","L","Tarsalis",0,NA,NA,NA,NA,"SW"
"CSU00000","FC-068",2017,31,"2017-08-03","LC","L","Pipiens",0,NA,NA,NA,NA,"SW"
"CSU11124","FC-071",2017,31,"2017-08-03","LC","L","Tarsalis",6,0,TRUE,NA,NA,"SW"
"CSU11125","FC-071",2017,31,"2017-08-03","LC","L","Pipiens",1,0,TRUE,NA,NA,"SW"
"CSU00000","FC-089GR",2017,31,"2017-08-03","LC","G","Tarsalis",0,NA,NA,NA,NA,"SW"
"CSU11126","FC-089GR",2017,31,"2017-08-03","LC","G","Pipiens",50,0,TRUE,NA,NA,"SW"
"CSU11127","FC-089GR",2017,31,"2017-08-03","LC","G","Pipiens",13,0,TRUE,NA,NA,"SW"
"CSU11120","FC-093",2017,31,"2017-08-03","LC","L","Tarsalis",10,0,TRUE,NA,NA,"SW"
"CSU11121","FC-093",2017,31,"2017-08-03","LC","L","Pipiens",1,0,TRUE,NA,NA,"SW"
"CSU11194","LC-001",2017,32,"2017-08-09","LC","L","Tarsalis",11,0,TRUE,NA,NA,"BE"
"CSU11195","LC-001",2017,32,"2017-08-09","LC","L","Pipiens",1,0,TRUE,NA,NA,"BE"
"CSU11190","LC-049",2017,32,"2017-08-09","LC","L","Tarsalis",25,0,TRUE,NA,NA,"BE"
"CSU00000","LC-049",2017,32,"2017-08-09","LC","L","Pipiens",0,NA,NA,NA,NA,"BE"
"CSU11191","LC-053",2017,32,"2017-08-09","LC","L","Tarsalis",43,0,TRUE,NA,NA,"BE"
"CSU11192","LC-053",2017,32,"2017-08-09","LC","L","Pipiens",3,0,TRUE,NA,NA,"BE"
"CSU11189","LC-054",2017,32,"2017-08-09","LC","L","Tarsalis",26,0,TRUE,NA,NA,"BE"
"CSU00000","LC-054",2017,32,"2017-08-09","LC","L","Pipiens",0,NA,NA,NA,NA,"BE"
"CSU00000","LC-055",2017,32,"2017-08-09","LC","L","Tarsalis",0,NA,NA,NA,NA,"BE"
"CSU00000","LC-055",2017,32,"2017-08-09","LC","L","Pipiens",0,NA,NA,NA,NA,"BE"
"CSU00000","WC-055",2017,32,"2017-08-09","LC","L","Tarsalis",0,NA,NA,NA,NA,"BE"
"CSU00000","WC-055",2017,32,"2017-08-09","LC","L","Pipiens",0,NA,NA,NA,NA,"BE"
"CSU11188","LV-020",2017,32,"2017-08-09","LC","L","Tarsalis",16,0,TRUE,NA,NA,"LV"
"CSU00000","LV-020",2017,32,"2017-08-09","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU11133","LV-069",2017,32,"2017-08-07","LC","L","Tarsalis",19,0,TRUE,NA,NA,"LV"
"CSU00000","LV-069",2017,32,"2017-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-074",2017,32,"2017-08-07","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-074",2017,32,"2017-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-074GR",2017,32,"2017-08-07","LC","G","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-074GR",2017,32,"2017-08-07","LC","G","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-078",2017,32,"2017-08-07","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-078",2017,32,"2017-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-079GR",2017,32,"2017-08-07","LC","G","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-079GR",2017,32,"2017-08-07","LC","G","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-087",2017,32,"2017-08-07","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-087",2017,32,"2017-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU11158","LV-089",2017,32,"2017-08-08","LC","L","Tarsalis",14,0,TRUE,NA,NA,"LV"
"CSU11159","LV-089",2017,32,"2017-08-08","LC","L","Pipiens",4,0,TRUE,NA,NA,"LV"
"CSU11131","LV-095",2017,32,"2017-08-07","LC","L","Tarsalis",50,0,TRUE,NA,NA,"LV"
"CSU11132","LV-095",2017,32,"2017-08-07","LC","L","Tarsalis",15,0,TRUE,NA,NA,"LV"
"CSU00000","LV-095",2017,32,"2017-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-099",2017,32,"2017-08-07","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-099",2017,32,"2017-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-100",2017,32,"2017-08-07","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-100",2017,32,"2017-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-101",2017,32,"2017-08-07","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-101",2017,32,"2017-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-102",2017,32,"2017-08-07","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-102",2017,32,"2017-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU11157","LV-104",2017,32,"2017-08-08","LC","L","Tarsalis",3,0,TRUE,NA,NA,"LV"
"CSU00000","LV-104",2017,32,"2017-08-08","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-105",2017,32,"2017-08-08","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-105",2017,32,"2017-08-08","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU11160","LV-110",2017,32,"2017-08-08","LC","L","Tarsalis",13,0,TRUE,NA,NA,"LV"
"CSU00000","LV-110",2017,32,"2017-08-08","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-112",2017,32,"2017-08-08","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-112",2017,32,"2017-08-08","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-113",2017,32,"2017-08-08","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-113",2017,32,"2017-08-08","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-114",2017,32,"2017-08-08","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-114",2017,32,"2017-08-08","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-116",2017,32,"2017-08-08","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-116",2017,32,"2017-08-08","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-117",2017,32,"2017-08-08","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-117",2017,32,"2017-08-08","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-118",2017,32,"2017-08-08","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-118",2017,32,"2017-08-08","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-120",2017,32,"2017-08-08","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-120",2017,32,"2017-08-08","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-121",2017,32,"2017-08-08","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-121",2017,32,"2017-08-08","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-122",2017,32,"2017-08-08","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-122",2017,32,"2017-08-08","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-123",2017,32,"2017-08-08","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-123",2017,32,"2017-08-08","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-124",2017,32,"2017-08-08","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-124",2017,32,"2017-08-08","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-125",2017,32,"2017-08-08","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-125",2017,32,"2017-08-08","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-FLOAT",2017,32,"2017-08-08","LC","L","Tarsalis",0,NA,NA,NA,NA,"LV"
"CSU00000","LV-FLOAT",2017,32,"2017-08-08","LC","L","Pipiens",0,NA,NA,NA,NA,"LV"
"CSU11150","FC-006",2017,32,"2017-08-07","LC","L","Tarsalis",11,0,TRUE,NA,NA,"NE"
"CSU11151","FC-006",2017,32,"2017-08-07","LC","L","Pipiens",1,0,TRUE,NA,NA,"NE"
"CSU00000","FC-014",2017,32,"2017-08-07","LC","L","Tarsalis",0,NA,NA,NA,NA,"NE"
"CSU00000","FC-014",2017,32,"2017-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"NE"
"CSU11146","FC-019",2017,32,"2017-08-07","LC","L","Tarsalis",5,0,TRUE,NA,NA,"NE"
"CSU00000","FC-019",2017,32,"2017-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"NE"
"CSU11137","FC-034",2017,32,"2017-08-07","LC","L","Tarsalis",19,0,TRUE,NA,NA,"NE"
"CSU11138","FC-034",2017,32,"2017-08-07","LC","L","Pipiens",1,0,TRUE,NA,NA,"NE"
"CSU11134","FC-038",2017,32,"2017-08-07","LC","L","Tarsalis",13,0,TRUE,NA,NA,"NE"
"CSU11135","FC-038",2017,32,"2017-08-07","LC","L","Pipiens",11,1,TRUE,NA,NA,"NE"
"CSU11143","FC-040",2017,32,"2017-08-07","LC","L","Tarsalis",21,0,TRUE,NA,NA,"NE"
"CSU11144","FC-040",2017,32,"2017-08-07","LC","L","Pipiens",50,0,TRUE,NA,NA,"NE"
"CSU11145","FC-040",2017,32,"2017-08-07","LC","L","Pipiens",26,0,TRUE,NA,NA,"NE"
"CSU00000","FC-040GR",2017,32,"2017-08-07","LC","G","Tarsalis",0,NA,NA,NA,NA,"NE"
"CSU11139","FC-040GR",2017,32,"2017-08-07","LC","G","Pipiens",24,0,TRUE,NA,NA,"NE"
"CSU11148","FC-066",2017,32,"2017-08-07","LC","L","Tarsalis",7,0,TRUE,NA,NA,"NE"
"CSU11149","FC-066",2017,32,"2017-08-07","LC","L","Pipiens",31,0,TRUE,NA,NA,"NE"
"CSU00000","FC-066GR",2017,32,"2017-08-07","LC","G","Tarsalis",0,NA,NA,NA,NA,"NE"
"CSU11147","FC-066GR",2017,32,"2017-08-07","LC","G","Pipiens",4,0,TRUE,NA,NA,"NE"
"CSU11136","FC-067",2017,32,"2017-08-07","LC","L","Tarsalis",9,0,TRUE,NA,NA,"NE"
"CSU00000","FC-067",2017,32,"2017-08-07","LC","L","Pipiens",0,NA,NA,NA,NA,"NE"
"CSU11141","FC-069",2017,32,"2017-08-07","LC","L","Tarsalis",12,0,TRUE,NA,NA,"NE"
"CSU11142","FC-069",2017,32,"2017-08-07","LC","L","Pipiens",4,0,TRUE,NA,NA,"NE"
"CSU11155","FC-072",2017,32,"2017-08-07","LC","L","Tarsalis",25,0,TRUE,NA,NA,"NE"
"CSU11156","FC-072",2017,32,"2017-08-07","LC","L","Pipiens",3,0,TRUE,NA,NA,"NE"
"CSU00000","FC-091GR",2017,32,"2017-08-07","LC","G","Tarsalis",0,NA,NA,NA,NA,"NE"
"CSU11140","FC-091GR",2017,32,"2017-08-07","LC","G","Pipiens",2,0,TRUE,NA,NA,"NE"
"CSU00000","FC-092GR",2017,32,"2017-08-07","LC","G","Tarsalis",0,NA,NA,NA,NA,"NE"
"CSU11154","FC-092GR",2017,32,"2017-08-07","LC","G","Pipiens",3,0,TRUE,NA,NA,"NE"
"CSU11202","FC-011",2017,32,"2017-08-09","LC","L","Tarsalis",13,0,TRUE,NA,NA,"NW"
"CSU11203","FC-011",2017,32,"2017-08-09","LC","L","Pipiens",50,0,TRUE,NA,NA,"NW"
"CSU11204","FC-011",2017,32,"2017-08-09","LC","L","Pipiens",4,0,TRUE,NA,NA,"NW"
"CSU00000","FC-015",2017,32,"2017-08-09","LC","L","Tarsalis",0,NA,NA,NA,NA,"NW"
"CSU00000","FC-015",2017,32,"2017-08-09","LC","L","Pipiens",0,NA,NA,NA,NA,"NW"
"CSU11152","FC-036",2017,32,"2017-08-07","LC","L","Tarsalis",9,0,TRUE,NA,NA,"NW"
"CSU11153","FC-036",2017,32,"2017-08-07","LC","L","Pipiens",2,0,TRUE,NA,NA,"NW"
